;model_name;config;dropout;train_loss;train_rmse;train_mae;train_mape;valid_loss;valid_rmse;valid_mae;valid_mape;test_rmse;test_mae;test_mape;epochs;batch_train;input_shape;total_time;time_step;splits
72;03_73_l-10_l-10;{'name': '03_73_l-10_l-10', 'layers': [{'type': 'lstm', 'cells': 10, 'dropout': 0, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0, 'stateful': True, 'ret_seq': False}], 'batch_size': 8, 'timesteps': 1};0;0.9787352508369912;0;0.9033743162104424;0;1.130153018345193;0;0.9771192339135379;0;0;0;0;1/50;8;(6580, [1], 1);16.33559775352478;0;2004-10-01 00:00:00-04:00
73;03_74_l-10_l-10_d-0.1;{'name': '03_74_l-10_l-10_d-0.1', 'layers': [{'type': 'lstm', 'cells': 10, 'dropout': 0.1, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0.1, 'stateful': True, 'ret_seq': False}], 'batch_size': 8, 'timesteps': 1};0.1;0.9864695297050259;0;0.903833253450669;0;1.130225976974499;0;0.9773627597747779;0;0;0;0;2/50;8;(6580, [1], 1);12.043795585632324;0;2004-10-01 00:00:00-04:00
74;03_75_l-10_l-10_d-0.2;{'name': '03_75_l-10_l-10_d-0.2', 'layers': [{'type': 'lstm', 'cells': 10, 'dropout': 0.2, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0.2, 'stateful': True, 'ret_seq': False}], 'batch_size': 8, 'timesteps': 1};0.2;0.9805774681473938;0;0.9036253174387575;0;1.131024703656028;0;0.978095919257257;0;0;0;0;1/50;8;(6580, [1], 1);12.466142177581787;0;2004-10-01 00:00:00-04:00
75;03_76_l-10_l-10_l-5;{'name': '03_76_l-10_l-10_l-5', 'layers': [{'type': 'lstm', 'cells': 10, 'dropout': 0, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 5, 'dropout': 0, 'stateful': True, 'ret_seq': False}], 'batch_size': 8, 'timesteps': 1};0;0.9783346386665993;0;0.9031860771784304;0;1.1309412490667365;0;0.9769370503178457;0;0;0;0;1/50;8;(6580, [1], 1);21.828543186187744;0;2004-10-01 00:00:00-04:00
76;03_77_l-10_l-10_l-5_d-0.1;{'name': '03_77_l-10_l-10_l-5_d-0.1', 'layers': [{'type': 'lstm', 'cells': 10, 'dropout': 0.1, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0.1, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 5, 'dropout': 0.1, 'stateful': True, 'ret_seq': False}], 'batch_size': 8, 'timesteps': 1};0.1;0.9789036588465914;0;0.9040122233263265;0;1.131196020398198;0;0.9773576061536626;0;0;0;0;1/50;8;(6580, [1], 1);19.434378385543823;0;2004-10-01 00:00:00-04:00
77;03_78_l-10_l-10_l-5_d-0.2;{'name': '03_78_l-10_l-10_l-5_d-0.2', 'layers': [{'type': 'lstm', 'cells': 10, 'dropout': 0.2, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0.2, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 5, 'dropout': 0.2, 'stateful': True, 'ret_seq': False}], 'batch_size': 8, 'timesteps': 1};0.2;0.9788135663354288;0;0.9028894191998479;0;1.1305722797789224;0;0.9769684307095481;0;0;0;0;1/50;8;(6580, [1], 1);20.75560998916626;0;2004-10-01 00:00:00-04:00
78;03_79_l-10_l-10_l-10;{'name': '03_79_l-10_l-10_l-10', 'layers': [{'type': 'lstm', 'cells': 10, 'dropout': 0, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0, 'stateful': True, 'ret_seq': False}], 'batch_size': 8, 'timesteps': 1};0;0.9864039917711429;0;0.9042088092732212;0;1.1311808618285306;0;0.9772578697742486;0;0;0;0;2/50;8;(6580, [1], 1);18.6516695022583;0;2004-10-01 00:00:00-04:00
79;03_80_l-10_l-10_l-10_d-0.1;{'name': '03_80_l-10_l-10_l-10_d-0.1', 'layers': [{'type': 'lstm', 'cells': 10, 'dropout': 0.1, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0.1, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0.1, 'stateful': True, 'ret_seq': False}], 'batch_size': 8, 'timesteps': 1};0.1;0.9935698935643156;0;0.9049782511582853;0;1.1302916749221523;0;0.9772021089021753;0;0;0;0;3/50;8;(6580, [1], 1);20.850693225860596;0;2004-10-01 00:00:00-04:00
80;03_81_l-10_l-10_l-10_d-0.2;{'name': '03_81_l-10_l-10_l-10_d-0.2', 'layers': [{'type': 'lstm', 'cells': 10, 'dropout': 0.2, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0.2, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0.2, 'stateful': True, 'ret_seq': False}], 'batch_size': 8, 'timesteps': 1};0.2;0.989258382843077;0;0.904088332750877;0;1.1309145213808955;0;0.9771853738078257;0;0;0;0;2/50;8;(6580, [1], 1);20.175087928771973;0;2004-10-01 00:00:00-04:00
81;03_82_l-15;{'name': '03_82_l-15', 'layers': [{'type': 'lstm', 'cells': 15, 'dropout': 0, 'stateful': True, 'ret_seq': False}], 'batch_size': 8, 'timesteps': 1};0;0.9820160232597571;0;0.9038186461005168;0;1.131300176425678;0;0.9779204655347801;0;0;0;0;1/50;8;(6580, [1], 1);7.372610569000244;0;2004-10-01 00:00:00-04:00
82;03_83_l-15_d-0.1;{'name': '03_83_l-15_d-0.1', 'layers': [{'type': 'lstm', 'cells': 15, 'dropout': 0.1, 'stateful': True, 'ret_seq': False}], 'batch_size': 8, 'timesteps': 1};0.1;0.9912457226416079;0;0.9055803615180917;0;1.1331336140269186;0;0.9787593349450971;0;0;0;0;2/50;8;(6580, [1], 1);7.673880577087402;0;2004-10-01 00:00:00-04:00
83;03_84_l-15_d-0.2;{'name': '03_84_l-15_d-0.2', 'layers': [{'type': 'lstm', 'cells': 15, 'dropout': 0.2, 'stateful': True, 'ret_seq': False}], 'batch_size': 8, 'timesteps': 1};0.2;0.9926157550246519;0;0.9049047049599216;0;1.1317671508323857;0;0.9783446836035427;0;0;0;0;2/50;8;(6580, [1], 1);7.618828773498535;0;2004-10-01 00:00:00-04:00
84;03_85_l-15_l-5;{'name': '03_85_l-15_l-5', 'layers': [{'type': 'lstm', 'cells': 15, 'dropout': 0, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 5, 'dropout': 0, 'stateful': True, 'ret_seq': False}], 'batch_size': 8, 'timesteps': 1};0;0.9867094271904067;0;0.9043889809796151;0;1.130385557325875;0;0.9772342746941055;0;0;0;0;3/50;8;(6580, [1], 1);13.560126304626465;0;2004-10-01 00:00:00-04:00
85;03_86_l-15_l-5_d-0.1;{'name': '03_86_l-15_l-5_d-0.1', 'layers': [{'type': 'lstm', 'cells': 15, 'dropout': 0.1, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 5, 'dropout': 0.1, 'stateful': True, 'ret_seq': False}], 'batch_size': 8, 'timesteps': 1};0.1;0.9815908838346555;0;0.9037041702621976;0;1.1313510485356901;0;0.9781568286622443;0;0;0;0;1/50;8;(6580, [1], 1);21.484212636947632;0;2004-10-01 00:00:00-04:00
86;03_87_l-15_l-5_d-0.2;{'name': '03_87_l-15_l-5_d-0.2', 'layers': [{'type': 'lstm', 'cells': 15, 'dropout': 0.2, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 5, 'dropout': 0.2, 'stateful': True, 'ret_seq': False}], 'batch_size': 8, 'timesteps': 1};0.2;0.9900405040763794;0;0.9047592767375581;0;1.1316398575720263;0;0.9783627241849899;0;0;0;0;2/50;8;(6580, [1], 1);12.190929889678955;0;2004-10-01 00:00:00-04:00
87;03_88_l-15_l-10;{'name': '03_88_l-15_l-10', 'layers': [{'type': 'lstm', 'cells': 15, 'dropout': 0, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0, 'stateful': True, 'ret_seq': False}], 'batch_size': 8, 'timesteps': 1};0;0.9864062323803959;0;0.9042366512550046;0;1.1301660134298046;0;0.9773186966776848;0;0;0;0;2/50;8;(6580, [1], 1);15.576939582824707;0;2004-10-01 00:00:00-04:00
88;03_89_l-15_l-10_d-0.1;{'name': '03_89_l-15_l-10_d-0.1', 'layers': [{'type': 'lstm', 'cells': 15, 'dropout': 0.1, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0.1, 'stateful': True, 'ret_seq': False}], 'batch_size': 8, 'timesteps': 1};0.1;0.9886082437421594;0;0.9044211382742711;0;1.1303511849808983;0;0.9772391266575674;0;0;0;0;2/50;8;(6580, [1], 1);13.668249607086182;0;2004-10-01 00:00:00-04:00
89;03_90_l-15_l-10_d-0.2;{'name': '03_90_l-15_l-10_d-0.2', 'layers': [{'type': 'lstm', 'cells': 15, 'dropout': 0.2, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0.2, 'stateful': True, 'ret_seq': False}], 'batch_size': 8, 'timesteps': 1};0.2;0.9810282757624667;0;0.9035234479828084;0;1.1306018020685127;0;0.9775481027800862;0;0;0;0;1/50;8;(6580, [1], 1);12.317010164260864;0;2004-10-01 00:00:00-04:00
90;03_91_l-15_l-5;{'name': '03_91_l-15_l-5', 'layers': [{'type': 'lstm', 'cells': 15, 'dropout': 0, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 5, 'dropout': 0, 'stateful': True, 'ret_seq': False}], 'batch_size': 8, 'timesteps': 1};0;0.9868175189228768;0;0.904240632356119;0;1.1311282780839176;0;0.9776523431263319;0;0;0;0;2/50;8;(6580, [1], 1);17.228445768356323;0;2004-10-01 00:00:00-04:00
91;03_92_l-15_l-5_d-0.1;{'name': '03_92_l-15_l-5_d-0.1', 'layers': [{'type': 'lstm', 'cells': 15, 'dropout': 0.1, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 5, 'dropout': 0.1, 'stateful': True, 'ret_seq': False}], 'batch_size': 8, 'timesteps': 1};0.1;0.9922907875799842;0;0.9048245907011003;0;1.1308524174297727;0;0.9776351715369922;0;0;0;0;2/50;8;(6580, [1], 1);12.571270942687988;0;2004-10-01 00:00:00-04:00
92;03_93_l-15_l-5_d-0.2;{'name': '03_93_l-15_l-5_d-0.2', 'layers': [{'type': 'lstm', 'cells': 15, 'dropout': 0.2, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 5, 'dropout': 0.2, 'stateful': True, 'ret_seq': False}], 'batch_size': 8, 'timesteps': 1};0.2;0.9884151842524397;0;0.9036004894319639;0;1.1313468188774296;0;0.9780339247933248;0;0;0;0;2/50;8;(6580, [1], 1);13.925457954406738;0;2004-10-01 00:00:00-04:00
93;03_94_l-15_l-5_l-5;{'name': '03_94_l-15_l-5_l-5', 'layers': [{'type': 'lstm', 'cells': 15, 'dropout': 0, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 5, 'dropout': 0, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 5, 'dropout': 0, 'stateful': True, 'ret_seq': False}], 'batch_size': 8, 'timesteps': 1};0;0.9926035001443694;0;0.9051230419823464;0;1.1308070721059311;0;0.9779537781709577;0;0;0;0;2/50;8;(6580, [1], 1);21.796494007110596;0;2004-10-01 00:00:00-04:00
94;03_95_l-15_l-5_l-5_d-0.1;{'name': '03_95_l-15_l-5_l-5_d-0.1', 'layers': [{'type': 'lstm', 'cells': 15, 'dropout': 0.1, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 5, 'dropout': 0.1, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 5, 'dropout': 0.1, 'stateful': True, 'ret_seq': False}], 'batch_size': 8, 'timesteps': 1};0.1;0.9931200069678229;0;0.9052892581851286;0;1.1315428965338847;0;0.9783004398753004;0;0;0;0;2/50;8;(6580, [1], 1);19.804728984832764;0;2004-10-01 00:00:00-04:00
95;03_96_l-15_l-5_l-5_d-0.2;{'name': '03_96_l-15_l-5_l-5_d-0.2', 'layers': [{'type': 'lstm', 'cells': 15, 'dropout': 0.2, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 5, 'dropout': 0.2, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 5, 'dropout': 0.2, 'stateful': True, 'ret_seq': False}], 'batch_size': 8, 'timesteps': 1};0.2;0.9968540916802492;0;0.9061331279281425;0;1.1314951686597452;0;0.9781343266367912;0;0;0;0;2/50;8;(6580, [1], 1);21.181941747665405;0;2004-10-01 00:00:00-04:00
96;03_97_l-15_l-5_l-10;{'name': '03_97_l-15_l-5_l-10', 'layers': [{'type': 'lstm', 'cells': 15, 'dropout': 0, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 5, 'dropout': 0, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0, 'stateful': True, 'ret_seq': False}], 'batch_size': 8, 'timesteps': 1};0;0.9757844496597635;0;0.902921567073709;0;1.1310653673802935;0;0.977004403202999;0;0;0;0;1/50;8;(6580, [1], 1);18.99304437637329;0;2004-10-01 00:00:00-04:00
97;03_98_l-15_l-5_l-10_d-0.1;{'name': '03_98_l-15_l-5_l-10_d-0.1', 'layers': [{'type': 'lstm', 'cells': 15, 'dropout': 0.1, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 5, 'dropout': 0.1, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0.1, 'stateful': True, 'ret_seq': False}], 'batch_size': 8, 'timesteps': 1};0.1;0.9901837502071198;0;0.9043127956904902;0;1.1307637929552938;0;0.9770925263079201;0;0;0;0;2/50;8;(6580, [1], 1);20.625491619110107;0;2004-10-01 00:00:00-04:00
98;03_99_l-15_l-5_l-10_d-0.2;{'name': '03_99_l-15_l-5_l-10_d-0.2', 'layers': [{'type': 'lstm', 'cells': 15, 'dropout': 0.2, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 5, 'dropout': 0.2, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0.2, 'stateful': True, 'ret_seq': False}], 'batch_size': 8, 'timesteps': 1};0.2;0.9943309075066021;0;0.9055715292058093;0;1.1316564533768632;0;0.9784944290068092;0;0;0;0;2/50;8;(6580, [1], 1);21.139984846115112;0;2004-10-01 00:00:00-04:00
99;03_100_l-15_l-10;{'name': '03_100_l-15_l-10', 'layers': [{'type': 'lstm', 'cells': 15, 'dropout': 0, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0, 'stateful': True, 'ret_seq': False}], 'batch_size': 8, 'timesteps': 1};0;0.9869116412470044;0;0.9041464176583798;0;1.1308163675229723;0;0.9777575069811286;0;0;0;0;2/50;8;(6580, [1], 1);14.094589948654175;0;2004-10-01 00:00:00-04:00
100;03_101_l-15_l-10_d-0.1;{'name': '03_101_l-15_l-10_d-0.1', 'layers': [{'type': 'lstm', 'cells': 15, 'dropout': 0.1, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0.1, 'stateful': True, 'ret_seq': False}], 'batch_size': 8, 'timesteps': 1};0.1;0.9872969530047254;0;0.9052606403918252;0;1.1315393934889537;0;0.9783322211445832;0;0;0;0;1/50;8;(6580, [1], 1);12.475172758102417;0;2004-10-01 00:00:00-04:00
101;03_102_l-15_l-10_d-0.2;{'name': '03_102_l-15_l-10_d-0.2', 'layers': [{'type': 'lstm', 'cells': 15, 'dropout': 0.2, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0.2, 'stateful': True, 'ret_seq': False}], 'batch_size': 8, 'timesteps': 1};0.2;0.9865720563067129;0;0.9042496606481112;0;1.1307201609015465;0;0.9773342304113435;0;0;0;0;2/50;8;(6580, [1], 1);12.802534103393555;0;2004-10-01 00:00:00-04:00
102;03_103_l-15_l-10_l-5;{'name': '03_103_l-15_l-10_l-5', 'layers': [{'type': 'lstm', 'cells': 15, 'dropout': 0, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 5, 'dropout': 0, 'stateful': True, 'ret_seq': False}], 'batch_size': 8, 'timesteps': 1};0;0.9765381635277105;0;0.9028720225244308;0;1.131214762242829;0;0.9775165343066541;0;0;0;0;1/50;8;(6580, [1], 1);24.330808877944946;0;2004-10-01 00:00:00-04:00
103;03_104_l-15_l-10_l-5_d-0.1;{'name': '03_104_l-15_l-10_l-5_d-0.1', 'layers': [{'type': 'lstm', 'cells': 15, 'dropout': 0.1, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0.1, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 5, 'dropout': 0.1, 'stateful': True, 'ret_seq': False}], 'batch_size': 8, 'timesteps': 1};0.1;0.99581939638748;0;0.905950129349181;0;1.130910587928644;0;0.9774232839302319;0;0;0;0;2/50;8;(6580, [1], 1);29.035033464431763;0;2004-10-01 00:00:00-04:00
104;03_105_l-15_l-10_l-5_d-0.2;{'name': '03_105_l-15_l-10_l-5_d-0.2', 'layers': [{'type': 'lstm', 'cells': 15, 'dropout': 0.2, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0.2, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 5, 'dropout': 0.2, 'stateful': True, 'ret_seq': False}], 'batch_size': 8, 'timesteps': 1};0.2;0.9945917521861005;0;0.9055835507289255;0;1.1315903227503707;0;0.9783149339803835;0;0;0;0;2/50;8;(6580, [1], 1);26.50976848602295;0;2004-10-01 00:00:00-04:00
105;03_106_l-15_l-10_l-10;{'name': '03_106_l-15_l-10_l-10', 'layers': [{'type': 'lstm', 'cells': 15, 'dropout': 0, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0, 'stateful': True, 'ret_seq': False}], 'batch_size': 8, 'timesteps': 1};0;0.9755316171512053;0;0.9027936851724665;0;1.1311459192415563;0;0.9779054435288034;0;0;0;0;1/50;8;(6580, [1], 1);25.717061758041382;0;2004-10-01 00:00:00-04:00
106;03_107_l-15_l-10_l-10_d-0.1;{'name': '03_107_l-15_l-10_l-10_d-0.1', 'layers': [{'type': 'lstm', 'cells': 15, 'dropout': 0.1, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0.1, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0.1, 'stateful': True, 'ret_seq': False}], 'batch_size': 8, 'timesteps': 1};0.1;0.984414500441957;0;0.9037442684264169;0;1.1304959801093835;0;0.9774822681778814;0;0;0;0;2/50;8;(6580, [1], 1);23.263856172561646;0;2004-10-01 00:00:00-04:00
107;03_108_l-15_l-10_l-10_d-0.2;{'name': '03_108_l-15_l-10_l-10_d-0.2', 'layers': [{'type': 'lstm', 'cells': 15, 'dropout': 0.2, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0.2, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0.2, 'stateful': True, 'ret_seq': False}], 'batch_size': 8, 'timesteps': 1};0.2;0.9769104521914094;0;0.9016735234430858;0;1.1310293587242686;0;0.977231420031408;0;0;0;0;1/50;8;(6580, [1], 1);29.530475616455078;0;2004-10-01 00:00:00-04:00
